tempo;L(t);W_wait_avg_s;p_util;OperatorsBusyAvg;Arrivals;Blocked;Served;MaxOperatorsBusy;CarriedErlangs
62880;42.6783;320.087;1;7;8;0;8;7;7
62940;34.6874;416.249;1;7;5;0;5;7;7
63000;50.9809;436.979;1;7;7;0;7;7;7
63060;13.5134;405.403;1;7;2;0;2;7;7
63120;36.3668;363.668;1;7;6;0;6;7;7
63180;24.2174;363.261;1;7;4;0;4;7;7
63240;10.9237;327.712;1;7;2;0;2;7;7
63300;33.0529;330.529;1;7;6;0;6;7;7
63360;41.0423;351.791;1;7;7;0;7;7;7
63420;23.602;354.03;1;7;4;0;4;7;7
63480;21.6893;325.339;1;7;4;0;4;7;7
63540;9.96494;298.948;1;7;2;0;2;7;7
63600;4.37107;262.264;1;7;1;0;1;7;7
63660;7.00277;210.083;1;7;2;0;2;7;7
63720;16.0737;192.885;1;7;5;0;5;7;7
63780;12.8933;193.399;1;7;4;0;4;7;7
63840;2.43348;146.009;1;7;1;0;1;7;7
63900;6.67888;100.183;1;7;4;0;4;7;7
63960;7.85272;117.791;1;7;4;0;4;7;7
64020;6.49458;97.4187;1;7;4;0;4;7;7
64080;3.63573;109.072;1;7;2;0;2;7;7
64140;5.32714;79.9071;1;7;4;0;4;7;7
64200;2.46439;36.9659;1;7;4;0;4;7;7
64260;0.417485;12.5246;1;7;2;0;2;7;7
64320;0.1185;7.11002;0.799805;5.59864;1;0;1;7;5.59864
64380;0;0;0.562255;3.93578;4;0;4;5;3.93578
64440;0;0;0.545318;3.81722;3;0;3;5;3.81722
64500;0;0;0.867898;6.07529;5;0;5;7;6.07529
64560;0;0;0.941931;6.59352;2;0;2;7;6.59352
64620;0.446306;5.35567;0.98663;6.90641;5;0;5;7;6.90641
64680;1.42821;17.1385;1;7;5;0;5;7;7
64740;3.29459;21.964;0.989745;6.92821;9;0;9;7;6.92821
64800;11.7029;117.029;1;7;6;0;6;7;7
64860;9.69342;116.321;1;7;5;0;5;7;7
64920;2.8204;84.6119;1;7;2;0;2;7;7
64980;5.76964;69.2357;1;7;5;0;5;7;7
65040;0.880947;52.8568;1;7;1;0;1;7;7
65100;0.195771;2.34925;0.928472;6.4993;5;0;5;7;6.4993
65160;0.0618018;1.85405;0.923358;6.4635;2;0;2;7;6.4635
65220;0;0;0.924085;6.46859;2;0;2;7;6.46859
65280;1.23335;18.5002;0.994536;6.96175;4;0;4;7;6.96175
65340;8.06246;80.6246;1;7;6;0;6;7;7
65400;2.13934;128.36;1;7;1;0;1;7;7
65460;28.5149;190.099;1;7;9;0;9;7;7
65520;17.7696;266.544;1;7;4;0;4;7;7
65580;30.8146;264.125;1;7;7;0;7;7;7
65640;15.2557;228.835;1;7;4;0;4;7;7
65700;11.3417;226.834;1;7;3;0;3;7;7
65760;27.4725;206.044;1;7;8;0;8;7;7
65820;13.6978;205.467;1;7;4;0;4;7;7
65880;7.63576;152.715;1;7;3;0;3;7;7
65940;23.7714;178.285;1;7;8;0;8;7;7
66000;6.72762;201.828;1;7;2;0;2;7;7
66060;7.89928;157.986;1;7;3;0;3;7;7
66120;11.792;117.92;1;7;6;0;6;7;7
66180;8.79608;131.941;1;7;4;0;4;7;7
66240;7.35794;110.369;1;7;4;0;4;7;7
66300;16.7673;167.673;1;7;6;0;6;7;7
66360;8.64906;172.981;1;7;3;0;3;7;7
66420;13.1129;196.694;1;7;4;0;4;7;7
66480;4.74298;142.289;1;7;2;0;2;7;7
66540;8.9019;133.528;1;7;4;0;4;7;7
66600;0;0;1;7;0;0;0;7;7
66660;3.06839;61.3678;1;7;3;0;3;7;7
66720;1.47094;29.4187;1;7;3;0;3;7;7
66780;0;0;0.887429;6.212;1;0;1;7;6.212
66840;0;0;0.607534;4.25274;1;0;1;6;4.25274
66900;0;0;0.77819;5.44733;3;0;3;7;5.44733
66960;0;0;0.604471;4.2313;0;0;0;6;4.2313
67020;0;0;0.54721;3.83047;3;0;3;6;3.83047
67080;0;0;0.588514;4.1196;4;0;4;6;4.1196
67140;0;0;0.719743;5.0382;1;0;1;6;5.0382
67200;0;0;0.687543;4.8128;4;0;4;6;4.8128
67260;0;0;0.649902;4.54931;1;0;1;5;4.54931
67320;0;0;0.54768;3.83376;1;0;1;4;3.83376
67380;0.986792;7.40094;0.931038;6.51726;8;0;8;7;6.51726
67440;7.33889;55.0416;1;7;8;0;8;7;7
67500;2.99302;89.7906;1;7;2;0;2;7;7
67560;4.34625;37.2535;1;7;7;0;7;7;7
67620;5.99759;59.9759;1;7;6;0;6;7;7
67680;6.74754;101.213;1;7;4;0;4;7;7
67740;5.8892;117.784;1;7;3;0;3;7;7
67800;14.4077;144.077;1;7;6;0;6;7;7
67860;22.8891;171.668;1;7;8;0;8;7;7
67920;19.8654;198.654;1;7;6;0;6;7;7
67980;15.3821;230.732;1;7;4;0;4;7;7
68040;16.9649;254.474;1;7;4;0;4;7;7
68100;6.18127;185.438;1;7;2;0;2;7;7
68160;10.0326;150.489;1;7;4;0;4;7;7
68220;11.778;141.336;1;7;5;0;5;7;7
68280;25.2143;189.108;1;7;8;0;8;7;7
68340;31.1395;266.91;1;7;7;0;7;7;7
68400;27.6935;276.935;1;7;6;0;6;7;7
68460;23;276;1;7;5;0;5;7;7
68520;19.6042;294.063;1;7;4;0;4;7;7
68580;36.8667;368.667;1;7;6;0;6;7;7
68640;38.6277;386.277;1;7;6;0;6;7;7
68700;12.0369;361.106;1;7;2;0;2;7;7
68760;23.1668;347.502;1;7;4;0;4;7;7
68820;21.8473;327.709;1;7;4;0;4;7;7
68880;20.2682;304.022;1;7;4;0;4;7;7
68940;38.2258;327.65;1;7;7;0;7;7;7
69000;15.0215;300.43;1;7;3;0;3;7;7
69060;9.40301;282.09;1;7;2;0;2;7;7
69120;11.5702;231.403;1;7;3;0;3;7;7
69180;11.3882;227.764;1;7;3;0;3;7;7
69240;9.86209;197.242;1;7;3;0;3;7;7
69300;23.6779;236.779;1;7;6;0;6;7;7
69360;7.94075;238.222;1;7;2;0;2;7;7
69420;6.36346;190.904;1;7;2;0;2;7;7
69480;11.9889;179.833;1;7;4;0;4;7;7
69540;11.2479;168.718;1;7;4;0;4;7;7
69600;13.7059;205.588;1;7;4;0;4;7;7
69660;22.0906;220.906;1;7;6;0;6;7;7
69720;28.7058;246.049;1;7;7;0;7;7;7
69780;12.7714;255.429;1;7;3;0;3;7;7
69840;7.91047;237.314;1;7;2;0;2;7;7
69900;12.3055;184.582;1;7;4;0;4;7;7
69960;24.7862;212.453;1;7;7;0;7;7;7
70020;14.9685;224.528;1;7;4;0;4;7;7
70080;17.0073;204.088;1;7;5;0;5;7;7
70140;0;0;1;7;0;0;0;7;7
70200;8.70044;130.507;1;7;4;0;4;7;7
70260;4.90293;98.0586;1;7;3;0;3;7;7
70320;4.12727;82.5454;1;7;3;0;3;7;7
70380;5.80006;87.0008;1;7;4;0;4;7;7
70440;8.5307;63.9802;1;7;8;0;8;7;7
70500;5.26782;79.0173;1;7;4;0;4;7;7
70560;12.0833;103.571;1;7;7;0;7;7;7
70620;2.63531;79.0592;1;7;2;0;2;7;7
70680;1.11315;33.3945;1;7;2;0;2;7;7
70740;0;0;0.89817;6.28719;2;0;2;7;6.28719
70800;0.803564;9.64277;0.962876;6.74013;5;0;5;7;6.74013
70860;4.24698;42.4698;1;7;6;0;6;7;7
70920;1.35268;20.2902;1;7;4;0;4;7;7
70980;2.99568;35.9481;1;7;5;0;5;7;7
71040;1.71723;34.3445;1;7;3;0;3;7;7
71100;1.02133;15.3199;0.964156;6.74909;4;0;4;7;6.74909
71160;1.01551;15.2326;1;7;4;0;4;7;7
71220;0.983605;14.7541;1;7;4;0;4;7;7
71280;0.392256;5.88384;0.933834;6.53684;4;0;4;7;6.53684
71340;0.517734;10.3547;0.961491;6.73044;3;0;3;7;6.73044
71400;0;0;0.861379;6.02965;1;0;1;7;6.02965
71460;0;0;0.74058;5.18406;2;0;2;6;5.18406
71520;0;0;0.457478;3.20235;4;0;4;5;3.20235
71580;1.453;12.4543;0.983172;6.88221;7;0;7;7;6.88221
71640;0.184149;2.20979;0.981217;6.86852;5;0;5;7;6.86852
71700;0.128054;1.92081;0.939459;6.57621;4;0;4;7;6.57621
71760;0.295235;2.95235;0.853307;5.97315;6;0;6;7;5.97315
71820;0.0966891;2.90067;0.965884;6.76119;2;0;2;7;6.76119
71880;0.709989;14.1998;1;7;3;0;3;7;7
71940;0.0309697;0.619395;0.853476;5.97433;3;0;3;7;5.97433
72000;1.48393;12.7194;0.78786;5.51502;7;0;7;7;5.51502
72060;0.917821;13.7673;1;7;4;0;4;7;7
72120;1.65717;33.1435;0.999605;6.99724;3;0;3;7;6.99724
72180;0.169445;3.38891;0.826658;5.78661;3;0;3;7;5.78661
72240;0;0;0.744058;5.2084;4;0;4;7;5.2084
72300;0.0475151;0.712726;0.912073;6.38451;4;0;4;7;6.38451
72360;0.130754;1.96131;0.979617;6.85732;4;0;4;7;6.85732
72420;8.00644;96.0773;1;7;5;0;5;7;7
72480;1.91118;114.671;1;7;1;0;1;7;7
72540;2.47217;49.4434;1;7;3;0;3;7;7
72600;2.13477;25.6173;0.996973;6.97881;5;0;5;7;6.97881
72660;7.45094;63.8652;1;7;7;0;7;7;7
72720;2.92838;58.5675;1;7;3;0;3;7;7
72780;10.1255;75.9412;1;7;8;0;8;7;7
72840;4.8681;146.043;1;7;2;0;2;7;7
72900;10.1266;121.519;1;7;5;0;5;7;7
72960;2.68544;80.5632;1;7;2;0;2;7;7
73020;10.4838;89.8614;1;7;7;0;7;7;7
73080;10.6931;91.6549;1;7;7;0;7;7;7
73140;1.47915;88.7493;1;7;1;0;1;7;7
73200;8.28574;82.8574;1;7;6;0;6;7;7
73260;7.02131;105.32;1;7;4;0;4;7;7
73320;1.06834;64.1003;1;7;1;0;1;7;7
73380;6.96119;59.6674;1;7;7;0;7;7;7
73440;9.41821;113.019;1;7;5;0;5;7;7
73500;11.5233;115.233;1;7;6;0;6;7;7
73560;11.2855;135.425;1;7;5;0;5;7;7
73620;7.179;143.58;1;7;3;0;3;7;7
73680;12.178;146.136;1;7;5;0;5;7;7
73740;4.4107;132.321;1;7;2;0;2;7;7
73800;1.78344;53.5031;1;7;2;0;2;7;7
73860;2.21837;26.6204;1;7;5;0;5;7;7
73920;1.25763;37.7288;1;7;2;0;2;7;7
73980;0;0;0.797193;5.58035;3;0;3;7;5.58035
74040;1.03159;20.6318;0.944153;6.60907;3;0;3;7;6.60907
74100;0.129062;2.58123;0.983807;6.88665;3;0;3;7;6.88665
74160;1.53096;18.3715;0.897378;6.28165;5;0;5;7;6.28165
74220;0.0860071;5.16043;1;7;1;0;1;7;7
74280;7.05286;70.5286;1;7;6;0;6;7;7
74340;1.30282;78.1689;1;7;1;0;1;7;7
74400;6.44556;64.4556;1;7;6;0;6;7;7
74460;1.72644;51.7931;1;7;2;0;2;7;7
74520;0.530975;15.9292;1;7;2;0;2;7;7
74580;1.30144;26.0288;1;7;3;0;3;7;7
74640;0.874764;17.4953;0.977944;6.8456;3;0;3;7;6.8456
74700;0;0;0.891636;6.24145;3;0;3;7;6.24145
74760;0.5127;7.6905;0.973125;6.81188;4;0;4;7;6.81188
74820;0;0;0.845018;5.91512;2;0;2;7;5.91512
74880;0.333938;4.00725;0.884957;6.1947;5;0;5;7;6.1947
74940;9.64755;57.8853;1;7;10;0;10;7;7
75000;19.6627;147.471;1;7;8;0;8;7;7
75060;2.28624;137.175;1;7;1;0;1;7;7
75120;9.60787;115.294;1;7;5;0;5;7;7
75180;11.1689;134.027;1;7;5;0;5;7;7
75240;1.1495;68.9698;1;7;1;0;1;7;7
75300;5.43059;65.1671;1;7;5;0;5;7;7
75360;8.47454;101.694;1;7;5;0;5;7;7
75420;7.2852;87.4224;1;7;5;0;5;7;7
75480;7.64373;114.656;1;7;4;0;4;7;7
75540;2.72367;54.4735;1;7;3;0;3;7;7
75600;7.48773;74.8773;1;7;6;0;6;7;7
75660;2.82129;56.4259;1;7;3;0;3;7;7
75720;6.83757;68.3757;1;7;6;0;6;7;7
75780;4.26772;85.3544;1;7;3;0;3;7;7
75840;7.10957;106.644;1;7;4;0;4;7;7
75900;1.8745;112.47;1;7;1;0;1;7;7
75960;4.765;71.4751;1;7;4;0;4;7;7
76020;3.07025;61.4049;1;7;3;0;3;7;7
76080;1.91038;22.9246;1;7;5;0;5;7;7
76140;1.61092;19.331;1;7;5;0;5;7;7
76200;0;0;0.601443;4.2101;3;0;3;7;4.2101
76260;0.268873;2.68873;0.820912;5.74639;6;0;6;7;5.74639
76320;1.20986;10.3702;0.99468;6.96276;7;0;7;7;6.96276
76380;0.360111;10.8033;1;7;2;0;2;7;7
76440;1.9333;38.666;1;7;3;0;3;7;7
76500;0.81986;24.5958;0.997227;6.98059;2;0;2;7;6.98059
76560;0.115421;1.73132;0.891943;6.2436;4;0;4;7;6.2436
76620;0.942799;18.856;1;7;3;0;3;7;7
76680;0;0;0.98726;6.91082;0;0;0;7;6.91082
76740;0.483757;4.14649;0.978038;6.84627;7;0;7;7;6.84627
76800;0;0;0.826434;5.78504;1;0;1;7;5.78504
76860;1.79464;17.9464;0.879173;6.15421;6;0;6;7;6.15421
76920;0.328379;19.7028;1;7;1;0;1;7;7
76980;1.34925;13.4925;0.954211;6.67948;6;0;6;7;6.67948
77040;0.0133881;0.160657;0.863788;6.04651;5;0;5;7;6.04651
77100;0;0;0.735008;5.14506;2;0;2;7;5.14506
77160;0;0;0.747282;5.23098;4;0;4;6;5.23098
77220;0;0;0.793313;5.55319;3;0;3;7;5.55319
77280;0;0;0.722677;5.05874;7;0;7;7;5.05874
77340;0;0;0.7017;4.9119;1;0;1;6;4.9119
77400;0;0;0.599456;4.19619;5;0;5;6;4.19619
77460;7.08557;60.7334;0.99924;6.99468;7;0;7;7;6.99468
77520;4.72451;94.4901;1;7;3;0;3;7;7
77580;6.29954;62.9954;1;7;6;0;6;7;7
77640;1.76734;35.3468;1;7;3;0;3;7;7
77700;0.23576;4.71521;0.823776;5.76644;3;0;3;7;5.76644
77760;0;0;0.841088;5.88762;4;0;4;7;5.88762
77820;0.532393;4.56337;0.942192;6.59534;7;0;7;7;6.59534
77880;0.673015;13.4603;0.996505;6.97553;3;0;3;7;6.97553
77940;0.366159;4.39391;0.954128;6.6789;5;0;5;7;6.6789
78000;1.68873;25.3309;1;7;4;0;4;7;7
78060;3.0348;26.0126;1;7;7;0;7;7;7
78120;3.56787;42.8144;1;7;5;0;5;7;7
78180;3.19661;47.9492;1;7;4;0;4;7;7
78240;9.99852;99.9852;1;7;6;0;6;7;7
78300;4.58333;137.5;1;7;2;0;2;7;7
78360;30.6298;204.199;1;7;9;0;9;7;7
78420;41.6609;312.457;1;7;8;0;8;7;7
78480;33.3818;333.818;1;7;6;0;6;7;7
78540;5.1146;306.876;1;7;1;0;1;7;7
78600;37.2627;372.627;1;7;6;0;6;7;7
78660;26.9418;404.127;1;7;4;0;4;7;7
78720;19.0751;381.502;1;7;3;0;3;7;7
78780;18.8873;377.746;1;7;3;0;3;7;7
78840;49.7241;426.207;1;7;7;0;7;7;7
78900;19.4527;389.053;1;7;3;0;3;7;7
78960;25.3133;379.7;1;7;4;0;4;7;7
79020;55.9269;479.373;1;7;7;0;7;7;7
79080;25.6479;512.959;1;7;3;0;3;7;7
79140;15.7974;473.923;1;7;2;0;2;7;7
79200;39.863;478.356;1;7;5;0;5;7;7
79260;31.7753;476.63;1;7;4;0;4;7;7
79320;15.7972;473.915;1;7;2;0;2;7;7
79380;6.97799;418.679;1;7;1;0;1;7;7
79440;17.6945;353.89;1;7;3;0;3;7;7
79500;10.5791;317.374;1;7;2;0;2;7;7
79560;14.1888;283.776;1;7;3;0;3;7;7
79620;8.23347;247.004;1;7;2;0;2;7;7
79680;19.5062;234.075;1;7;5;0;5;7;7
79740;44.7792;298.528;1;7;9;0;9;7;7
79800;23.972;359.58;1;7;4;0;4;7;7
79860;25.1077;376.616;1;7;4;0;4;7;7
79920;34.0827;408.992;1;7;5;0;5;7;7
79980;45.2204;387.604;1;7;7;0;7;7;7
80040;42.8765;428.765;1;7;6;0;6;7;7
80100;28.5169;427.754;1;7;4;0;4;7;7
80160;26.9239;403.859;1;7;4;0;4;7;7
80220;21.0367;420.734;1;7;3;0;3;7;7
80280;14.6661;439.984;1;7;2;0;2;7;7
80340;13.5606;406.818;1;7;2;0;2;7;7
80400;24.6741;370.112;1;7;4;0;4;7;7
80460;48.5309;415.979;1;7;7;0;7;7;7
80520;47.6809;408.693;1;7;7;0;7;7;7
80580;29.0388;435.582;1;7;4;0;4;7;7
80640;13.3321;399.962;1;7;2;0;2;7;7
80700;21.1964;423.927;1;7;3;0;3;7;7
80760;27.4318;411.478;1;7;4;0;4;7;7
80820;19.6758;393.516;1;7;3;0;3;7;7
80880;12.5548;376.645;1;7;2;0;2;7;7
80940;11.6577;349.732;1;7;2;0;2;7;7
81000;26.3791;316.55;1;7;5;0;5;7;7
81060;17.8248;356.497;1;7;3;0;3;7;7
81120;10.5818;317.453;1;7;2;0;2;7;7
81180;13.8114;276.228;1;7;3;0;3;7;7
81240;4.16132;249.679;1;7;1;0;1;7;7
81300;10.0694;201.388;1;7;3;0;3;7;7
81360;15.1406;181.687;1;7;5;0;5;7;7
81420;2.05158;123.095;1;7;1;0;1;7;7
81480;6.84945;102.742;1;7;4;0;4;7;7
81540;2.27312;68.1936;1;7;2;0;2;7;7
81600;7.73194;115.979;1;7;4;0;4;7;7
81660;7.03285;140.657;1;7;3;0;3;7;7
81720;3.62421;108.726;1;7;2;0;2;7;7
81780;8.28316;99.3979;1;7;5;0;5;7;7
81840;5.67868;113.574;1;7;3;0;3;7;7
81900;16.8698;126.524;1;7;8;0;8;7;7
81960;19.1988;164.561;1;7;7;0;7;7;7
82020;12.5682;188.523;1;7;4;0;4;7;7
82080;6.13496;184.049;1;7;2;0;2;7;7
82140;3.88638;116.591;1;7;2;0;2;7;7
82200;3.44469;103.341;1;7;2;0;2;7;7
82260;4.11244;82.2488;1;7;3;0;3;7;7
82320;5.70683;114.137;1;7;3;0;3;7;7
82380;6.71903;100.785;1;7;4;0;4;7;7
82440;8.39524;125.929;1;7;4;0;4;7;7
82500;2.42202;145.321;1;7;1;0;1;7;7
82560;17.1606;128.704;1;7;8;0;8;7;7
82620;12.9955;155.946;1;7;5;0;5;7;7
82680;2.77827;166.696;1;7;1;0;1;7;7
82740;4.72448;141.734;1;7;2;0;2;7;7
82800;14.7464;147.464;1;7;6;0;6;7;7
82860;0;0;1;7;0;0;0;7;7
82920;0.939351;56.361;1;7;1;0;1;7;7
82980;14.264;106.98;1;7;8;0;8;7;7
83040;16.5877;165.877;1;7;6;0;6;7;7
83100;12.1791;182.686;1;7;4;0;4;7;7
83160;14.6031;175.237;1;7;5;0;5;7;7
83220;7.87607;157.521;1;7;3;0;3;7;7
83280;7.67871;153.574;1;7;3;0;3;7;7
83340;3.6059;108.177;1;7;2;0;2;7;7
83400;5.15653;77.348;1;7;4;0;4;7;7
83460;9.98996;85.6282;1;7;7;0;7;7;7
83520;3.19904;95.9713;1;7;2;0;2;7;7
83580;0.958314;57.4989;1;7;1;0;1;7;7
83640;0;0;0.940055;6.58039;1;0;1;7;6.58039
83700;1.13531;17.0296;0.930968;6.51678;4;0;4;7;6.51678
83760;0;0;0.510319;3.57223;2;0;2;5;3.57223
83820;0;0;0.739328;5.1753;5;0;5;6;5.1753
83880;0;0;0.718172;5.0272;4;0;4;6;5.0272
83940;0;0;0.622186;4.3553;4;0;4;7;4.3553
84000;0;0;0.664368;4.65058;4;0;4;6;4.65058
84060;1.06836;12.8203;0.879689;6.15783;5;0;5;7;6.15783
84120;3.32561;39.9074;1;7;5;0;5;7;7
84180;1.69671;33.9342;0.991411;6.93988;3;0;3;7;6.93988
84240;0.845657;12.6849;0.982969;6.88078;4;0;4;7;6.88078
84300;0.404082;4.84898;0.980167;6.86117;5;0;5;7;6.86117
84360;7.15897;71.5897;1;7;6;0;6;7;7
84420;3.56078;106.823;1;7;2;0;2;7;7
84480;2.95359;88.6076;1;7;2;0;2;7;7
84540;4.32248;86.4496;1;7;3;0;3;7;7
84600;2.21085;44.2171;1;7;3;0;3;7;7
84660;2.56843;38.5265;1;7;4;0;4;7;7
84720;1.15421;23.0841;1;7;3;0;3;7;7
84780;0.140644;4.21931;0.929513;6.50659;2;0;2;7;6.50659
84840;0;0;0.65007;4.55049;2;0;2;5;4.55049
84900;0;0;0.604509;4.23157;3;0;3;5;4.23157
84960;1.72532;17.2532;0.918133;6.42693;6;0;6;7;6.42693
85020;2.61555;39.2333;1;7;4;0;4;7;7
85080;0;0;0.674347;4.72043;1;0;1;7;4.72043
85140;0;0;0.492585;3.44809;5;0;5;5;3.44809
85200;1.91609;14.3707;0.8889;6.2223;8;0;8;7;6.2223
85260;3.48016;52.2023;1;7;4;0;4;7;7
85320;4.53673;90.7346;1;7;3;0;3;7;7
85380;25.1396;125.698;1;7;12;0;12;7;7
85440;20.1698;242.037;1;7;5;0;5;7;7
85500;33.3626;250.219;1;7;8;0;8;7;7
85560;10.225;306.75;1;7;2;0;2;7;7
85620;24.6961;296.353;1;7;5;0;5;7;7
85680;8.87624;266.287;1;7;2;0;2;7;7
85740;13.1973;263.946;1;7;3;0;3;7;7
85800;11.0204;220.408;1;7;3;0;3;7;7
85860;9.92117;198.423;1;7;3;0;3;7;7
85920;13.1349;197.023;1;7;5;0;4;7;7
85980;32.3575;242.681;1;7;8;0;8;7;7
86040;10.8235;216.471;1;7;4;0;3;7;7
86100;2.82087;169.252;0.947996;6.63597;5;0;1;7;6.63597
86160;0;0;0.857143;6;2;0;0;7;6
86220;0;0;0.857143;6;2;0;0;7;6
86280;0;0;0.645909;4.52137;5;0;0;7;4.52137
86340;0;0;0.166021;1.16215;4;0;0;7;1.16215
